DATE,CSUSHPISA,PERMIT1,EMRATIO,HSN1F,HNFSEPUSSA,HOUST1F,COMPU1USA,TLRESCONS,GDP,HOUSTSFLAA1FQ,DRSFRMACBS,RSAHORUSQ156S
2020-05-01,216.987,747.0,52.7,696.0,313.0,750.0,827.0,592258.0,20491.308666666668,2464.3333333333335,2.6366666666666667,67.76666666666667
2020-06-01,217.63,861.0,54.7,936.0,300.0,904.0,933.0,599178.0,21069.47433333333,2471.6666666666665,2.7333333333333334,67.53333333333333
2020-07-01,219.322,1006.0,55.2,1019.0,289.0,1012.0,949.0,619700.0,21647.64,2479.0,2.83,67.3
2020-08-01,222.424,1066.0,56.5,1029.0,284.0,1029.0,903.0,650683.0,21773.260666666665,2477.0,2.8000000000000003,66.76666666666667
2020-09-01,225.853,1143.0,56.6,988.0,283.0,1116.0,927.0,672246.0,21898.881333333335,2475.0,2.77,66.23333333333333
2020-10-01,229.781,1155.0,57.4,1027.0,281.0,1180.0,916.0,693884.0,22024.502,2473.0,2.74,65.7
2020-11-01,233.235,1166.0,57.4,863.0,287.0,1173.0,926.0,712739.0,22216.396333333334,2487.3333333333335,2.72,65.66666666666667
2020-12-01,236.521,1237.0,57.4,873.0,299.0,1311.0,951.0,734722.0,22408.290666666668,2501.6666666666665,2.7,65.63333333333333
2021-01-01,239.55900000000003,1242.0,57.5,901.0,303.0,1115.0,1022.0,758072.0,22600.185,2516.0,2.68,65.6
2021-02-01,242.325,1118.0,57.6,765.0,310.0,1050.0,981.0,752846.0,22830.910666666667,2524.0,2.6133333333333333,65.56666666666666
2021-03-01,245.402,1168.0,57.8,850.0,309.0,1227.0,1004.0,767906.0,23061.636333333336,2532.0,2.546666666666667,65.53333333333333
2021-04-01,249.055,1130.0,57.9,810.0,318.0,1043.0,1004.0,776420.0,23292.362,2540.0,2.48,65.5
2021-05-01,253.426,1118.0,58.0,715.0,332.0,1109.0,958.0,788956.0,23471.232333333333,2536.6666666666665,2.42,65.46666666666667
2021-06-01,258.381,1081.0,58.0,716.0,347.0,1173.0,917.0,801854.0,23650.10266666667,2533.3333333333335,2.36,65.43333333333334
2021-07-01,262.707,1057.0,58.4,760.0,362.0,1136.0,948.0,816412.0,23828.973,2530.0,2.3,65.4
2021-08-01,266.921,1065.0,58.6,690.0,375.0,1099.0,952.0,822881.0,24104.183,2541.6666666666665,2.293333333333333,65.43333333333334
2021-09-01,270.402,1062.0,58.8,742.0,374.0,1094.0,937.0,828998.0,24379.393,2553.3333333333335,2.2866666666666666,65.46666666666667
2021-10-01,273.769,1097.0,59.0,680.0,385.0,1087.0,944.0,838559.0,24654.603,2565.0,2.28,65.5
2021-11-01,277.251,1141.0,59.4,772.0,388.0,1231.0,954.0,862744.0,24779.440666666665,2548.3333333333335,2.2166666666666663,65.46666666666667
2021-12-01,281.393,1148.0,59.5,830.0,387.0,1217.0,1021.0,891046.0,24904.278333333335,2531.6666666666665,2.1533333333333333,65.43333333333334
2022-01-01,285.921,1242.0,59.7,810.0,394.0,1157.0,932.0,922478.0,25029.116,2515.0,2.09,65.4
2022-02-01,291.09,1199.0,59.8,773.0,397.0,1211.0,1059.0,941637.0,25200.835000000003,2508.6666666666665,2.0466666666666664,65.56666666666668
2022-03-01,296.353,1135.0,60.1,707.0,413.0,1179.0,1047.0,959067.0,25372.554,2502.3333333333335,2.0033333333333334,65.73333333333333
2022-04-01,300.55,1085.0,59.9,611.0,434.0,1176.0,1024.0,975266.0,25544.273,2496.0,1.96,65.9
2022-05-01,303.796,1033.0,60.0,636.0,441.0,1067.0,1043.0,979044.0,25694.395,2501.3333333333335,1.9233333333333333,65.93333333333334
2022-06-01,304.755,948.0,59.9,563.0,448.0,1010.0,1009.0,965400.0,25844.517,2506.6666666666665,1.8866666666666667,65.96666666666667
2022-07-01,303.714,918.0,59.9,543.0,459.0,898.0,1004.0,939588.0,25994.639,2512.0,1.85,66.0
2022-08-01,301.596,885.0,60.1,638.0,460.0,919.0,1020.0,917150.0,26132.560999999998,2497.3333333333335,1.8266666666666667,65.96666666666667
2022-09-01,299.38,865.0,60.1,567.0,460.0,887.0,1048.0,900993.0,26270.483,2482.6666666666665,1.8033333333333335,65.93333333333334
2022-10-01,298.922,850.0,60.0,577.0,466.0,858.0,974.0,887097.0,26408.405,2468.0,1.78,65.9
2022-11-01,298.312,795.0,59.9,582.0,455.0,804.0,1102.0,874829.0,26543.47033333333,2466.6666666666665,1.7666666666666666,65.93333333333334
2022-12-01,297.471,748.0,60.1,636.0,451.0,887.0,995.0,863102.0,26678.535666666667,2465.3333333333335,1.7533333333333334,65.96666666666667
2023-01-01,297.025,748.0,60.2,649.0,439.0,823.0,1018.0,865778.0,26813.601,2464.0,1.74,66.0
2023-02-01,297.464,796.0,60.2,625.0,437.0,835.0,1029.0,857211.0,26896.737999999998,2444.3333333333335,1.7366666666666666,65.96666666666667
2023-03-01,298.539,829.0,60.4,640.0,433.0,843.0,1035.0,856947.0,26979.875,2424.6666666666665,1.7333333333333334,65.93333333333334
2023-04-01,300.198,856.0,60.4,679.0,430.0,847.0,979.0,834713.0,27063.012,2405.0,1.73,65.9
2023-05-01,302.62,902.0,60.3,710.0,426.0,1012.0,1007.0,864027.0,27249.855666666666,2413.3333333333335,1.7266666666666666,65.93333333333334
2023-06-01,304.651,924.0,60.3,683.0,429.0,930.0,1008.0,870655.0,27436.699333333334,2421.6666666666665,1.7233333333333334,65.96666666666667
2023-07-01,306.634,930.0,60.4,736.0,431.0,988.0,1018.0,865747.0,27623.543,2430.0,1.72,66.0
